id,Level,Topic,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,Subscription
F_SCI_L045_Q456,45,Sound,Which sound do you hear when people clap?,Clapping,Barking,Meowing,,Clapping,MCQ,,
F_SCI_L045_Q457,45,Sound,Match the animal with its sound,,,,,,Match,"[{""left"":""Cow"",""right"":""Moo""},{""left"":""Dog"",""right"":""Bark""},{""left"":""Cat"",""right"":""Meow""},{""left"":""Duck"",""right"":""Quack""}]",
F_SCI_L046_Q458,46,Sound,Which body part helps you hear?,Ears,Eyes,Nose,,Ears,MCQ,,
F_SCI_L046_Q459,46,Sound,We hear sounds with our ears.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L046_Q460,46,Sound,Can you hear your teacher talking?,Yes,No,,,Yes,MCQ,,
F_SCI_L046_Q461,46,Sound,Which sound tells you school is starting?,School Bell,Footsteps,Wind,,School Bell,MCQ,,
F_SCI_L046_Q462,46,Sound,Which sound warns people to move safely?,Car Horn,Bird Song,Leaves Rustling,,Car Horn,MCQ,,
F_SCI_L046_Q463,46,Sound,Music can make us happy.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L046_Q464,46,Sound,Should you listen to very loud sounds for a long time?,Yes,No,,,No,MCQ,,
F_SCI_L046_Q465,46,Sound,Which is a pleasant sound?,Birds Singing,Fireworks,Close Thunder,,Birds Singing,MCQ,,
F_SCI_L046_Q466,46,Sound,Should you cover your ears if a sound is too loud?,Yes,No,,,Yes,MCQ,,
F_SCI_L046_Q467,46,Sound,Match the sound with its use,,,,,,Match,"[{""left"":""School Bell"",""right"":""School Time""},{""left"":""Car Horn"",""right"":""Safety""},{""left"":""Teacher's Voice"",""right"":""Learning""},{""left"":""Alarm Clock"",""right"":""Wake Up""}]",
F_SCI_L047_Q468,47,Sound,Which of these makes a sound?,Bell,Book,Stone,,Bell,MCQ,,
F_SCI_L047_Q469,47,Sound,A bird can chirp.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L047_Q470,47,Sound,Can you hear with your ears?,Yes,No,,,Yes,MCQ,,
F_SCI_L047_Q471,47,Sound,"Which animal says ""Meow""?",Cat,Dog,Cow,,Cat,MCQ,,
F_SCI_L047_Q472,47,Sound,Which sound is loud?,Thunder,Whisper,Clock Tick,,Thunder,MCQ,,
F_SCI_L047_Q473,47,Sound,A whisper is a soft sound.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L047_Q474,47,Sound,Which sound helps you know school is starting?,School Bell,Bird Song,Wind,,School Bell,MCQ,,
F_SCI_L047_Q475,47,Sound,Should you protect your ears from very loud sounds?,Yes,No,,,Yes,MCQ,,
F_SCI_L047_Q476,47,Sound,Which of these is a musical instrument?,Drum,Chair,Table,,Drum,MCQ,,
F_SCI_L047_Q477,47,Sound,Match the thing with its sound,,,,,,Match,"[{""left"":""Dog"",""right"":""Barks""},{""left"":""Bell"",""right"":""Rings""},{""left"":""Drum"",""right"":""Beats""},{""left"":""Duck"",""right"":""Quacks""}]",
F_SCI_L048_Q478,48,Earth and Space,,,,,,,Lesson,Science/earth_space.md,
F_SCI_L048_Q479,48,Earth and Space,Which planet is our home?,Earth,Mars,Moon,,Earth,MCQ,,
F_SCI_L048_Q480,48,Earth and Space,Earth is our home.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L048_Q481,48,Earth and Space,Do people live on Earth?,Yes,No,,,Yes,MCQ,,
F_SCI_L048_Q482,48,Earth and Space,What covers most of Earth?,Water,Trees,Houses,,Water,MCQ,,
F_SCI_L048_Q483,48,Earth and Space,Which of these lives on Earth?,Elephant,Sun,Moon,,Elephant,MCQ,,
F_SCI_L048_Q484,48,Earth and Space,Earth has land and water.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L048_Q485,48,Earth and Space,Can plants grow on Earth?,Yes,No,,,Yes,MCQ,,
F_SCI_L048_Q486,48,Earth and Space,What shape is Earth most like?,Ball,Box,Triangle,,Ball,MCQ,,
F_SCI_L048_Q487,48,Earth and Space,Which picture shows our home planet?,Earth,Moon,Sun,,Earth,MCQ,,
F_SCI_L048_Q488,48,Earth and Space,Match the word with its meaning,,,,,,Match,"[{""left"":""Earth"",""right"":""Our Home""},{""left"":""Land"",""right"":""We Walk Here""},{""left"":""Water"",""right"":""Fish Live Here""},{""left"":""Globe"",""right"":""Model of Earth""}]",
F_SCI_L049_Q489,49,Earth and Space,Which gives us light in the daytime?,Sun,Moon,Star,,Sun,MCQ,,
F_SCI_L049_Q490,49,Earth and Space,The Sun gives us light and heat.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L049_Q491,49,Earth and Space,Can we see the Sun during the day?,Yes,No,,,Yes,MCQ,,
F_SCI_L049_Q492,49,Earth and Space,Which gives us warmth?,Sun,Moon,Cloud,,Sun,MCQ,,
F_SCI_L049_Q493,49,Earth and Space,Which do you usually see during the day?,Sun,Stars,Moon,,Sun,MCQ,,
F_SCI_L049_Q494,49,Earth and Space,The Sun helps plants grow.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L049_Q495,49,Earth and Space,Do we feel heat from the Sun?,Yes,No,,,Yes,MCQ,,
F_SCI_L049_Q496,49,Earth and Space,What do we feel from the Sun?,Heat,Cold,Snow,,Heat,MCQ,,
F_SCI_L049_Q497,49,Earth and Space,Which is the Sun?,Bright Star,Planet,Moon,,Bright Star,MCQ,,
F_SCI_L049_Q498,49,Earth and Space,Match the Sun with its job,,,,,,Match,"[{""left"":""Sun"",""right"":""Daytime""},{""left"":""Light"",""right"":""Helps Us See""},{""left"":""Heat"",""right"":""Keeps Us Warm""},{""left"":""Sunrise"",""right"":""Morning""}]",
F_SCI_L050_Q499,50,Earth and Space,Which do we usually see at night?,Moon,Sun,Cloud,,Moon,MCQ,,
F_SCI_L050_Q500,50,Earth and Space,The Moon does not make its own light.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L050_Q501,50,Earth and Space,Can we usually see the Moon at night?,Yes,No,,,Yes,MCQ,,
F_SCI_L050_Q502,50,Earth and Space,Which goes around Earth?,Moon,Sun,Star,,Moon,MCQ,,
F_SCI_L050_Q503,50,Earth and Space,Which does NOT make its own light?,Fire,Moon,Star,Sun,Moon,MCQ,,
F_SCI_L050_Q504,50,Earth and Space,The Moon can look different on different nights.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L050_Q505,50,Earth and Space,Can the Moon look round?,Yes,No,,,Yes,MCQ,,
F_SCI_L050_Q506,50,Earth and Space,Which Moon shape is thin?,Crescent,Square,Triangle,,Crescent,MCQ,,
F_SCI_L050_Q507,50,Earth and Space,Which is seen in the night sky?,Moon,Sun,Rainbow,,Moon,MCQ,,
F_SCI_L050_Q508,50,Earth and Space,Match the Moon facts,,,,,,Match,"[{""left"":""Moon"",""right"":""Seen at Night""},{""left"":""Full Moon"",""right"":""Round""},{""left"":""Crescent Moon"",""right"":""Thin""},{""left"":""Night"",""right"":""Dark Time""}]",
F_SCI_L051_Q509,51,Earth and Space,Which twinkles at night?,Stars,Moon,Clouds,,Stars,MCQ,,
F_SCI_L051_Q510,51,Earth and Space,Stars can be seen at night.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L051_Q511,51,Earth and Space,Can you see stars on a clear night?,Yes,No,,,Yes,MCQ,,
F_SCI_L051_Q512,51,Earth and Space,Which is in the sky?,Star,Tree,Car,,Star,MCQ,,
F_SCI_L051_Q513,51,Earth and Space,Which is NOT a natural sky object?,Moon,Sun,Star,Airplane,Airplane,MCQ,,
F_SCI_L051_Q514,51,Earth and Space,Clouds float in the sky.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L051_Q515,51,Earth and Space,Can birds fly in the sky?,Yes,No,,,Yes,MCQ,,
F_SCI_L051_Q516,51,Earth and Space,Which do you see in the night sky?,Stars,Bus,Tree,,Stars,MCQ,,
F_SCI_L051_Q517,51,Earth and Space,Which object twinkles?,Star,Moon,Cloud,,Star,MCQ,,
F_SCI_L051_Q518,51,Earth and Space,Match the sky objects,,,,,,Match,"[{""left"":""Star"",""right"":""Twinkles""},{""left"":""Moon"",""right"":""Night""},{""left"":""Sun"",""right"":""Day""},{""left"":""Cloud"",""right"":""Sky""}]",
F_SCI_L052_Q519,52,Earth and Space,Which planet is our home?,Earth,Mars,Venus,,Earth,MCQ,,
F_SCI_L052_Q520,52,Earth and Space,The Sun gives us light and heat.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L052_Q521,52,Earth and Space,Can we see stars at night?,Yes,No,,,Yes,MCQ,,
F_SCI_L052_Q522,52,Earth and Space,Which does NOT make its own light?,Moon,Sun,Star,,Moon,MCQ,,
F_SCI_L052_Q523,52,Earth and Space,Which is a natural thing in the sky?,Airplane,Cloud,Helicopter,Kite,Cloud,MCQ,,
F_SCI_L052_Q524,52,Earth and Space,Which gives us daylight?,Sun,Moon,Star,,Sun,MCQ,,
F_SCI_L052_Q525,52,Earth and Space,Is Earth our home?,Yes,No,,,Yes,MCQ,,
F_SCI_L052_Q526,52,Earth and Space,Which shines in the daytime?,Sun,Stars,Moon,,Sun,MCQ,,
F_SCI_L052_Q527,52,Earth and Space,Which shines in the night sky?,Star,Cloud,Tree,,Star,MCQ,,
F_SCI_L052_Q528,52,Earth and Space,Match the space objects,,,,,,Match,"[{""left"":""Earth"",""right"":""Our Home""},{""left"":""Sun"",""right"":""Light and Heat""},{""left"":""Moon"",""right"":""Seen at Night""},{""left"":""Stars"",""right"":""Twinkle""}]",
F_SCI_L053_Q529,53,Weather & Season,,,,,,,Lesson,Science/weather_season.md,
F_SCI_L053_Q530,53,Weather & Season,Which weather is bright with the Sun shining?,Sunny,Rainy,Cloudy,,Sunny,MCQ,,
F_SCI_L053_Q531,53,Weather & Season,A sunny day is bright.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L053_Q532,53,Weather & Season,Do we see the Sun on a sunny day?,Yes,No,,,Yes,MCQ,,
F_SCI_L053_Q533,53,Weather & Season,Which weather has falling rain?,Rainy,Sunny,Windy,,Rainy,MCQ,,
F_SCI_L053_Q534,53,Weather & Season,Which weather has many clouds?,Rainy,Windy,Cloudy,Sunny,Cloudy,MCQ,,
F_SCI_L053_Q535,53,Weather & Season,It rains on a rainy day.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L053_Q536,53,Weather & Season,Can the wind move tree branches?,Yes,No,,,Yes,MCQ,,
F_SCI_L053_Q537,53,Weather & Season,Which weather is best for flying a kite?,Windy,Rainy,Cloudy,,Windy,MCQ,,
F_SCI_L053_Q538,53,Weather & Season,Clouds fill the sky on a cloudy day.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L053_Q539,53,Weather & Season,Match the weather with its feature,,,,,,Match,"[{""left"":""Sunny"",""right"":""Bright Sun""},{""left"":""Rainy"",""right"":""Rain Falls""},{""left"":""Cloudy"",""right"":""Many Clouds""},{""left"":""Windy"",""right"":""Moving Air""}]",
F_SCI_L054_Q540,54,Weather & Season,What should you use on a rainy day?,Umbrella,Hat,Book,,Umbrella,MCQ,,
F_SCI_L054_Q541,54,Weather & Season,A raincoat helps keep you dry.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L054_Q542,54,Weather & Season,Should you carry an umbrella when it rains?,Yes,No,,,Yes,MCQ,,
F_SCI_L054_Q543,54,Weather & Season,What should you wear on a cold day?,Jacket,T-Shirt,Shorts,,Jacket,MCQ,,
F_SCI_L054_Q544,54,Weather & Season,What helps protect your eyes on a sunny day?,Sunglasses,Gloves,Scarf,,Sunglasses,MCQ,,
F_SCI_L054_Q545,54,Weather & Season,Drink plenty of water on a hot day.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L054_Q546,54,Weather & Season,Can you wear a sweater on a cold day?,Yes,No,,,Yes,MCQ,,
F_SCI_L054_Q547,54,Weather & Season,What helps keep you dry in the rain?,Both,Raincoat,Both,Umbrella,Both,MCQ,,
F_SCI_L054_Q548,54,Weather & Season,We wear light clothes on hot days.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L054_Q549,54,Weather & Season,Match the weather with what you use,,,,,,Match,"[{""left"":""Rainy"",""right"":""Umbrella""},{""left"":""Sunny"",""right"":""Sunglasses""},{""left"":""Cold"",""right"":""Jacket""},{""left"":""Windy"",""right"":""Kite""}]",
F_SCI_L055_Q550,55,Weather & Season,Which season is usually the hottest?,Summer,Winter,Spring,,Summer,MCQ,,
F_SCI_L055_Q551,55,Weather & Season,Winter is usually the coldest season.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L055_Q552,55,Weather & Season,Do flowers bloom in spring?,Yes,No,,,Yes,MCQ,,
F_SCI_L055_Q553,55,Weather & Season,In which season do many leaves fall?,Autumn,Spring,Summer,,Autumn,MCQ,,
F_SCI_L055_Q554,55,Weather & Season,Which season comes after spring?,Spring,Summer,Autumn,Winter,Summer,MCQ,,
F_SCI_L055_Q555,55,Weather & Season,Summer days are usually hot.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L055_Q556,55,Weather & Season,Do people wear warm clothes in winter?,Yes,No,,,Yes,MCQ,,
F_SCI_L055_Q557,55,Weather & Season,Which season is known for flowers?,Spring,Winter,Autumn,,Spring,MCQ,,
F_SCI_L055_Q558,55,Weather & Season,Autumn comes after summer.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L055_Q559,55,Weather & Season,Match the season with its feature,,,,,,Match,"[{""left"":""Spring"",""right"":""Flowers Bloom""},{""left"":""Summer"",""right"":""Hot Weather""},{""left"":""Autumn"",""right"":""Leaves Fall""},{""left"":""Winter"",""right"":""Cold Weather""}]",
F_SCI_L056_Q560,56,Weather & Season,Which weather is best for a picnic?,Sunny,Rainy,Stormy,,Sunny,MCQ,,
F_SCI_L056_Q561,56,Weather & Season,Children can fly a kite on a windy day.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L056_Q562,56,Weather & Season,Should you stay inside during a thunderstorm?,Yes,No,,,Yes,MCQ,,
F_SCI_L056_Q563,56,Weather & Season,Which weather is good for wearing boots?,Rainy,Sunny,Windy,,Rainy,MCQ,,
F_SCI_L056_Q564,56,Weather & Season,Which season is good for swimming?,Summer,Winter,Autumn,,Summer,MCQ,,
F_SCI_L056_Q565,56,Weather & Season,People often build snowmen in winter.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L056_Q566,56,Weather & Season,Can you wear shorts on a hot day?,Yes,No,,,Yes,MCQ,,
F_SCI_L056_Q567,56,Weather & Season,Which weather helps dry wet clothes outside?,Sunny,Rainy,Cloudy,,Sunny,MCQ,,
F_SCI_L056_Q568,56,Weather & Season,It is fun to jump in puddles after rain.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L056_Q569,56,Weather & Season,Match the weather with the activity,,,,,,Match,"[{""left"":""Sunny"",""right"":""Picnic""},{""left"":""Rainy"",""right"":""Use Umbrella""},{""left"":""Windy"",""right"":""Fly a Kite""},{""left"":""Winter"",""right"":""Build a Snowman""}]",
F_SCI_L057_Q570,57,Weather & Season,Which weather is wet?,Rainy,Sunny,Cloudy,,Rainy,MCQ,,
F_SCI_L057_Q571,57,Weather & Season,The Sun shines on a sunny day.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L057_Q572,57,Weather & Season,Do we wear a jacket on a cold day?,Yes,No,,,Yes,MCQ,,
F_SCI_L057_Q573,57,Weather & Season,Which season comes after summer?,Autumn,Winter,Spring,,Autumn,MCQ,,
F_SCI_L057_Q574,57,Weather & Season,Which season is usually the coldest?,Spring,Autumn,Summer,Winter,Winter,MCQ,,
F_SCI_L057_Q575,57,Weather & Season,Flowers bloom in spring.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L057_Q576,57,Weather & Season,Can we use an umbrella when it rains?,Yes,No,,,Yes,MCQ,,
F_SCI_L057_Q577,57,Weather & Season,Which weather has moving air?,Windy,Sunny,Rainy,,Windy,MCQ,,
F_SCI_L057_Q578,57,Weather & Season,Leaves often fall in autumn.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L057_Q579,57,Weather & Season,Match the season with what people wear,,,,,,Match,"[{""left"":""Summer"",""right"":""Light Clothes""},{""left"":""Winter"",""right"":""Warm Coat""},{""left"":""Rainy"",""right"":""Raincoat""},{""left"":""Sunny"",""right"":""Hat""}]",
F_SCI_L058_Q580,58,Environment,,,,,,,Lesson,Science/environment.md,
F_SCI_L058_Q581,58,Environment,"What does ""reduce"" mean?",Use Less,Throw Away,Buy More,,Use Less,MCQ,,
F_SCI_L058_Q582,58,Environment,Turning off the tap saves water.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L058_Q583,58,Environment,Should you turn off the lights when leaving a room?,Yes,No,,,Yes,MCQ,,
F_SCI_L058_Q584,58,Environment,Which action saves water?,Turn Off the Tap,Leave the Tap Running,Play with Water,,Turn Off the Tap,MCQ,,
F_SCI_L058_Q585,58,Environment,Which action saves electricity?,Turn Off the Light,Open the Window,Leave the Light On,Close the Door,Turn Off the Light,MCQ,,
F_SCI_L058_Q586,58,Environment,We should use only the water we need.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L058_Q587,58,Environment,Should you waste paper?,Yes,No,,,No,MCQ,,
F_SCI_L058_Q588,58,Environment,Which action helps save paper?,Use Both Sides of Paper,Throw Away Paper,Leave the Paper Blank,,Use Both Sides of Paper,MCQ,,
F_SCI_L058_Q589,58,Environment,Which action is good for the Earth?,Save Water,Litter,Leave Lights On,,Save Water,MCQ,,
F_SCI_L058_Q590,58,Environment,Match the action with what it saves,,,,,,Match,"[{""left"":""Turn Off Tap"",""right"":""Water""},{""left"":""Turn Off Light"",""right"":""Electricity""},{""left"":""Use Both Sides of Paper"",""right"":""Paper""},{""left"":""Take Only What You Need"",""right"":""Less Waste""}]",
F_SCI_L059_Q591,59,Environment,"What does ""reuse"" mean?",Use Again,Throw Away,Buy New,,Use Again,MCQ,,
F_SCI_L059_Q592,59,Environment,A cloth bag can be used many times.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L059_Q593,59,Environment,Can you use a glass jar again?,Yes,No,,,Yes,MCQ,,
F_SCI_L059_Q594,59,Environment,Which item can you reuse?,Glass Jar,Banana Peel,Used Tissue,,Glass Jar,MCQ,,
F_SCI_L059_Q595,59,Environment,Which is the best way to reuse?,Throw It Away,Burn It,Use a Cloth Bag Again,Buy a New One Every Day,Use a Cloth Bag Again,MCQ,,
F_SCI_L059_Q596,59,Environment,An old box can store toys.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L059_Q597,59,Environment,Can you reuse a plastic container?,Yes,No,,,Yes,MCQ,,
F_SCI_L059_Q598,59,Environment,Which item can become a flower pot?,Plastic Bottle,Apple,Leaf,,Plastic Bottle,MCQ,,
F_SCI_L059_Q599,59,Environment,Which item can become a pencil holder?,Tin Can,Banana Peel,Used Tissue,,Rin Can,MCQ,,
F_SCI_L059_Q600,59,Environment,Match the item with its new use,,,,,,Match,"[{""left"":""Glass Jar"",""right"":""Store Spices""},{""left"":""Old Box"",""right"":""Store Toys""},{""left"":""Tin Can"",""right"":""Pencil Holder""},{""left"":""Plastic Bottle"",""right"":""Flower Pot""}]",
F_SCI_L060_Q601,60,Environment,"What does ""recycle"" mean?",Make New Things from Old Things,Throw Everything Away,Burn Trash,,Make New Things from Old Things,MCQ,,
F_SCI_L060_Q602,60,Environment,Paper can be recycled.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L060_Q603,60,Environment,Can plastic bottles be recycled?,Yes,No,,,Yes,MCQ,,
F_SCI_L060_Q604,60,Environment,Which item can be recycled?,Newspaper,Banana Peel,Leftover Food,,Newspaper,MCQ,,
F_SCI_L060_Q605,60,Environment,Which group can all be recycled?,Food Leaves Soil,Paper Plastic Glass Metal,Rice Bread Fruit,Milk Juice Water,Paper Plastic Glass Metal,MCQ,,
F_SCI_L060_Q606,60,Environment,Glass bottles can be recycled.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L060_Q607,60,Environment,Should recyclable items go into a recycling bin?,Yes,No,,,Yes,MCQ,,
F_SCI_L060_Q608,60,Environment,Which item is NOT usually recycled?,Banana Peel,Plastic Bottle,Glass Bottle,,Banana Peel,MCQ,,
F_SCI_L060_Q609,60,Environment,Which material can be recycled?,Metal,Water,Milk,,Metal,MCQ,,
F_SCI_L060_Q610,60,Environment,Match the item with its material,,,,,,Match,"[{""left"":""Newspaper"",""right"":""Paper""},{""left"":""Bottle"",""right"":""Plastic""},{""left"":""Glass Jar"",""right"":""Glass""},{""left"":""Can"",""right"":""Metal""}]",
F_SCI_L061_Q611,61,Environment,What is pollution?,Making Places Dirty,Planting Trees,Cleaning a Park,,Making Places Dirty,MCQ,,
F_SCI_L061_Q612,61,Environment,Throwing rubbish on the ground causes pollution.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L061_Q613,61,Environment,Should you throw rubbish into a dustbin?,Yes,No,,,Yes,MCQ,,
F_SCI_L061_Q614,61,Environment,Which action keeps places clean?,Use a Dustbin,Litter on the Road,Burn Plastic,,Use a Dustbin,MCQ,,
F_SCI_L061_Q615,61,Environment,Which causes air pollution?,Flowers,Clean Air,Smoke,Rain,Smoke,MCQ,,
F_SCI_L061_Q616,61,Environment,Planting trees helps keep the air clean.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L061_Q617,61,Environment,Can dirty water harm fish?,Yes,No,,,Yes,MCQ,,
F_SCI_L061_Q618,61,Environment,What should you do with rubbish?,Put It in a Dustbin,Throw It on the Road,Throw It in a River,,Put It in a Dustbin,MCQ,,
F_SCI_L061_Q619,61,Environment,Which place should we keep clean?,All of These,School,Park,Home,All of These,MCQ,,
F_SCI_L061_Q620,61,Environment,Match the action with its benefit,,,,,,Match,"[{""left"":""Use a Dustbin"",""right"":""Clean Place""},{""left"":""Plant Trees"",""right"":""Cleaner Air""},{""left"":""Keep Rivers Clean"",""right"":""Healthy Fish""},{""left"":""Do Not Litter"",""right"":""Clean Environment""}]",
F_SCI_L062_Q621,62,Environment,Which action helps nature?,Plant Trees,Cut Down Trees,Throw Trash,,Plant Trees,MCQ,,
F_SCI_L062_Q622,62,Environment,We should care for plants and animals.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L062_Q623,62,Environment,Should you water plants?,Yes,No,,,Yes,MCQ,,
F_SCI_L062_Q624,62,Environment,Which action is good for nature?,Save Water,Waste Water,Burn Plastic,,Save Water,MCQ,,
F_SCI_L062_Q625,62,Environment,Which animal should we protect?,Only Pets,Only Birds,No Animals,All Animals,All Animals,MCQ,,
F_SCI_L062_Q626,62,Environment,Planting trees helps people and animals.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L062_Q627,62,Environment,Should we keep parks clean?,Yes,No,,,Yes,MCQ,,
F_SCI_L062_Q628,62,Environment,Which action helps the Earth?,Reduce Reuse Recycle,Throw Trash Everywhere,Leave Lights On,,Reduce Reuse Recycle,MCQ,,
F_SCI_L062_Q629,62,Environment,Which action shows you care for nature?,Plant a Tree,Break Branches,Throw Plastic on the Ground,,Plant a Tree,MCQ,,
F_SCI_L062_Q630,62,Environment,Match the word with its meaning,,,,,,Match,"[{""left"":""Reduce"",""right"":""Use Less""},{""left"":""Reuse"",""right"":""Use Again""},{""left"":""Recycle"",""right"":""Make New Things""},{""left"":""Pollution"",""right"":""Making Places Dirty""}]",
F_SCI_L063_Q631,63,Safety and Health,,,,,,,Lesson,Science/safety_health.md,
F_SCI_L063_Q632,63,Safety and Health,Which food is healthy?,Apple,Candy,Chips,,Apple,MCQ,,
F_SCI_L063_Q633,63,Safety and Health,Brush your teeth twice a day.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L063_Q634,63,Safety and Health,Should you wash your hands before eating?,Yes,No,,,Yes,MCQ,,
F_SCI_L063_Q635,63,Safety and Health,Which drink is best for your body?,Water,Soft Drink,Soda,,Water,MCQ,,
F_SCI_L063_Q636,63,Safety and Health,Which habit keeps you healthy?,Exercise,Skip Meals,Stay Up Late,,Exercise,MCQ,,
F_SCI_L063_Q637,63,Safety and Health,Getting enough sleep helps you grow.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L063_Q638,63,Safety and Health,Should you eat fruits every day?,Yes,No,,,Yes,MCQ,,
F_SCI_L063_Q639,63,Safety and Health,What do you use to wash your hands?,Soap and Water,Towel,Book,,Soap and Water,MCQ,,
F_SCI_L063_Q640,63,Safety and Health,Which food is good for your body?,Carrot,Candy,Chocolate,,Carrot,MCQ,,
F_SCI_L063_Q641,63,Safety and Health,Match the healthy habit with its benefit,,,,,,Match,"[{""left"":""Brush Teeth"",""right"":""Clean Teeth""},{""left"":""Wash Hands"",""right"":""Remove Germs""},{""left"":""Exercise"",""right"":""Strong Body""},{""left"":""Sleep"",""right"":""Healthy Body""}]",
F_SCI_L064_Q642,64,Safety and Health,Why should we exercise?,Stay Healthy,Be Tired,Sleep All Day,,Stay Healthy,MCQ,,
F_SCI_L064_Q643,64,Safety and Health,Milk helps your body grow strong.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L064_Q644,64,Safety and Health,Should you drink water every day?,Yes,No,,,Yes,MCQ,,
F_SCI_L064_Q645,64,Safety and Health,Which food helps your body grow?,Egg,Candy,Chips,,Egg,MCQ,,
F_SCI_L064_Q646,64,Safety and Health,Which is a healthy breakfast?,Milk and Bread,Candy and Soda,Chips,,Milk and Bread,MCQ,,
F_SCI_L064_Q647,64,Safety and Health,Playing outside is good exercise.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L064_Q648,64,Safety and Health,Should you eat too much candy?,Yes,No,,,No,MCQ,,
F_SCI_L064_Q649,64,Safety and Health,Which snack is healthier?,Apple,Chocolate,Candy,,Apple,MCQ,,
F_SCI_L064_Q650,64,Safety and Health,Which food is a vegetable?,Carrot,Cookie,Cake,,Carrot,MCQ,,
F_SCI_L064_Q651,64,Safety and Health,Match the food with its group,,,,,,Match,"[{""left"":""Apple"",""right"":""Fruit""},{""left"":""Carrot"",""right"":""Vegetable""},{""left"":""Milk"",""right"":""Drink""},{""left"":""Egg"",""right"":""Protein""}]",
F_SCI_L065_Q652,65,Safety and Health,Where should you throw rubbish?,Dustbin,Road,River,,Dustbin,MCQ,,
F_SCI_L065_Q653,65,Safety and Health,Keeping your classroom clean is a good habit.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L065_Q654,65,Safety and Health,Should you wash your hands after using the toilet?,Yes,No,,,Yes,MCQ,,
F_SCI_L065_Q655,65,Safety and Health,What should you do before eating?,Wash Hands,Watch TV,Play,,Wash Hands,MCQ,,
F_SCI_L065_Q656,65,Safety and Health,Which place should we keep clean?,School,Home,All of These,Park,All of These,MCQ,,
F_SCI_L065_Q657,65,Safety and Health,Clean places help keep us healthy.,TRUE,FALSE,,,TRUE,MCQ,,
F_SCI_L065_Q658,65,Safety and Health,Should you cover food to keep it clean?,Yes,No,,,Yes,MCQ,,
F_SCI_L065_Q659,65,Safety and Health,What helps stop germs?,Wash Hands with Soap,Throw Trash,Leave Food Open,,Wash Hands with Soap,MCQ,,
F_SCI_L065_Q660,65,Safety and Health,Should you use a dustbin?,Yes,No,,,Yes,MCQ,,
F_SCI_L065_Q661,65,Safety and Health,Match the place with the good habit,,,,,,Match,"[{""left"":""Bathroom"",""right"":""Wash Hands""},{""left"":""Kitchen"",""right"":""Cover Food""},{""left"":""Classroom"",""right"":""Keep Clean""},{""left"":""Park"",""right"":""Use Dustbin""}]",
F_SCI_L066_Q662,66,Safety and Health,What should you do if you get a small cut?,Wash It with Clean Water,Ignore It,Play More,,Wash It with Clean Water,MCQ,,
F_SCI_L066_Q663,66,Safety and Health,Tell an adult if you get hurt.,TRUE,FALSE,,,TRUE,MCQ,,
