Id,Level,TopicHeadings,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,Subscription
F_MAT_L049_Q481,49,Multiplication (3x),5 × 3 = _____,,,,,15,FillBlank,,
F_MAT_L049_Q482,49,Multiplication (3x),1 × 3 = _____,,,,,3,FillBlank,,
F_MAT_L049_Q483,49,Multiplication (3x),2 × 3 = _____,,,,,6,FillBlank,,
F_MAT_L049_Q484,49,Multiplication (3x),4 × 3 = _____,,,,,12,FillBlank,,
F_MAT_L049_Q485,49,Multiplication (3x),6 × 3 = _____,,,,,18,FillBlank,,
F_MAT_L049_Q486,49,Multiplication (3x),9 × 3 = _____,,,,,27,FillBlank,,
F_MAT_L049_Q487,49,Multiplication (3x),7 × 3 = _____,,,,,21,FillBlank,,
F_MAT_L049_Q488,49,Multiplication (3x),3 × 3 = _____,,,,,9,FillBlank,,
F_MAT_L049_Q489,49,Multiplication (3x),8 × 3 = _____,,,,,24,FillBlank,,
F_MAT_L049_Q490,49,Multiplication (3x),10 × 3 = _____,,,,,30,FillBlank,,
F_MAT_L050_Q491,50,Multiplication (3x),There are 3 apples in each basket. How many apples are in 2 baskets?,5,6,7,8,6,MCQ,,
F_MAT_L050_Q492,50,Multiplication (3x),A tricycle has 3 wheels. How many wheels do 5 tricycles have?,14,15,16,17,15,MCQ,,
F_MAT_L050_Q493,50,Multiplication (3x),A teacher gives 3 pencils to each of 3 students. How many pencils are given?,8,9,10,11,9,MCQ,,
F_MAT_L050_Q494,50,Multiplication (3x),Each box has 3 chocolates. How many chocolates are in 4 boxes?,11,12,13,14,12,MCQ,,
F_MAT_L050_Q495,50,Multiplication (3x),There are 3 flowers in each vase. How many flowers are in 6 vases?,17,18,19,20,18,MCQ,,
F_MAT_L050_Q496,50,Multiplication (3x),A child gets 3 stickers. How many stickers does 1 child get?,2,3,4,5,3,MCQ,,
F_MAT_L050_Q497,50,Multiplication (3x),Each packet has 3 biscuits. How many biscuits are in 7 packets?,20,21,22,23,21,MCQ,,
F_MAT_L050_Q498,50,Multiplication (3x),There are 3 birds on each tree. How many birds are on 9 trees?,26,27,28,29,27,MCQ,,
F_MAT_L050_Q499,50,Multiplication (3x),Each bag has 3 oranges. How many oranges are in 10 bags?,29,30,31,32,30,MCQ,,
F_MAT_L050_Q500,50,Multiplication (3x),Each shelf holds 3 books. How many books are on 8 shelves?,23,24,25,26,24,MCQ,,
F_MAT_L051_Q501,51,Challenge 4: Multiplication,3 × 4 = _____,,,,,12,FillBlank,,
F_MAT_L051_Q502,51,Challenge 4: Multiplication,9 × 2 = _____,,,,,18,FillBlank,,
F_MAT_L051_Q503,51,Challenge 4: Multiplication,_____ × 3 = 21,,,,,7,FillBlank,,
F_MAT_L051_Q504,51,Challenge 4: Multiplication,8 × _____ = 16,,,,,2,FillBlank,,
F_MAT_L051_Q505,51,Challenge 4: Multiplication,A farmer has 3 baskets. Each basket has 6 apples. How many apples are there altogether?,,,,,18,FillBlank,,
F_MAT_L051_Q506,51,Challenge 4: Multiplication,2 × 10 = _____,,,,,20,FillBlank,,
F_MAT_L051_Q507,51,Challenge 4: Multiplication,_____ × 2 = 14,,,,,7,FillBlank,,
F_MAT_L051_Q508,51,Challenge 4: Multiplication,5 × _____ = 15,,,,,3,FillBlank,,
F_MAT_L051_Q509,51,Challenge 4: Multiplication,There are 4 tables. Each table has 2 chairs. How many chairs are there in total?,,,,,8,FillBlank,,
F_MAT_L051_Q510,51,Challenge 4: Multiplication,A box contains 3 rows of 9 crayons. How many crayons are in the box?,,,,,27,FillBlank,,
F_MAT_L052_Q511,52,Two-Digit Addition,23|14|+,,,,,37,ColumnMath,,
F_MAT_L052_Q512,52,Two-Digit Addition,45|12|+,,,,,57,ColumnMath,,
F_MAT_L052_Q513,52,Two-Digit Addition,36|22|+,,,,,58,ColumnMath,,
F_MAT_L052_Q514,52,Two-Digit Addition,51|18|+,,,,,69,ColumnMath,,
F_MAT_L052_Q515,52,Two-Digit Addition,42|17|+,,,,,59,ColumnMath,,
F_MAT_L052_Q516,52,Two-Digit Addition,64|15|+,,,,,79,ColumnMath,,
F_MAT_L052_Q517,52,Two-Digit Addition,33|46|+,,,,,79,ColumnMath,,
F_MAT_L052_Q518,52,Two-Digit Addition,72|16|+,,,,,88,ColumnMath,,
F_MAT_L052_Q519,52,Two-Digit Addition,25|34|+,,,,,59,ColumnMath,,
F_MAT_L052_Q520,52,Two-Digit Addition,41|27|+,,,,,68,ColumnMath,,
F_MAT_L053_Q521,53,Two-Digit Addition,34|25|+,,,,,59,ColumnMath,,
F_MAT_L053_Q522,53,Two-Digit Addition,62|17|+,,,,,79,ColumnMath,,
F_MAT_L053_Q523,53,Two-Digit Addition,43|16|+,,,,,59,ColumnMath,,
F_MAT_L053_Q524,53,Two-Digit Addition,71|28|+,,,,,99,ColumnMath,,
F_MAT_L053_Q525,53,Two-Digit Addition,52|37|+,,,,,89,ColumnMath,,
F_MAT_L053_Q526,53,Two-Digit Addition,24|35|+,,,,,59,ColumnMath,,
F_MAT_L053_Q527,53,Two-Digit Addition,61|18|+,,,,,79,ColumnMath,,
F_MAT_L053_Q528,53,Two-Digit Addition,53|26|+,,,,,79,ColumnMath,,
F_MAT_L053_Q529,53,Two-Digit Addition,44|15|+,,,,,59,ColumnMath,,
F_MAT_L053_Q530,53,Two-Digit Addition,32|47|+,,,,,79,ColumnMath,,
F_MAT_L054_Q531,54,Two-Digit Addition,21|38|+,,,,,59,ColumnMath,,
F_MAT_L054_Q532,54,Two-Digit Addition,63|24|+,,,,,87,ColumnMath,,
F_MAT_L054_Q533,54,Two-Digit Addition,42|35|+,,,,,77,ColumnMath,,
F_MAT_L054_Q534,54,Two-Digit Addition,54|13|+,,,,,67,ColumnMath,,
F_MAT_L054_Q535,54,Two-Digit Addition,70|19|+,,,,,89,ColumnMath,,
F_MAT_L054_Q536,54,Two-Digit Addition,31|48|+,,,,,79,ColumnMath,,
F_MAT_L054_Q537,54,Two-Digit Addition,65|22|+,,,,,87,ColumnMath,,
F_MAT_L054_Q538,54,Two-Digit Addition,46|33|+,,,,,79,ColumnMath,,
F_MAT_L054_Q539,54,Two-Digit Addition,82|17|+,,,,,99,ColumnMath,,
F_MAT_L054_Q540,54,Two-Digit Addition,50|29|+,,,,,79,ColumnMath,,
F_MAT_L055_Q541,55,Two-Digit Subtraction,68|31|-,,,,,37,ColumnMath,,
F_MAT_L055_Q542,55,Two-Digit Subtraction,95|42|-,,,,,53,ColumnMath,,
F_MAT_L055_Q543,55,Two-Digit Subtraction,87|25|-,,,,,62,ColumnMath,,
F_MAT_L055_Q544,55,Two-Digit Subtraction,76|14|-,,,,,62,ColumnMath,,
F_MAT_L055_Q545,55,Two-Digit Subtraction,59|27|-,,,,,32,ColumnMath,,
F_MAT_L055_Q546,55,Two-Digit Subtraction,84|43|-,,,,,41,ColumnMath,,
F_MAT_L055_Q547,55,Two-Digit Subtraction,73|22|-,,,,,51,ColumnMath,,
F_MAT_L055_Q548,55,Two-Digit Subtraction,96|35|-,,,,,61,ColumnMath,,
F_MAT_L055_Q549,55,Two-Digit Subtraction,65|24|-,,,,,41,ColumnMath,,
F_MAT_L055_Q550,55,Two-Digit Subtraction,78|16|-,,,,,62,ColumnMath,,
F_MAT_L056_Q551,56,Two-Digit Subtraction,74|32|-,,,,,42,ColumnMath,,
F_MAT_L056_Q552,56,Two-Digit Subtraction,88|46|-,,,,,42,ColumnMath,,
F_MAT_L056_Q553,56,Two-Digit Subtraction,97|54|-,,,,,43,ColumnMath,,
F_MAT_L056_Q554,56,Two-Digit Subtraction,65|13|-,,,,,52,ColumnMath,,
F_MAT_L056_Q555,56,Two-Digit Subtraction,86|44|-,,,,,42,ColumnMath,,
F_MAT_L056_Q556,56,Two-Digit Subtraction,79|27|-,,,,,52,ColumnMath,,
F_MAT_L056_Q557,56,Two-Digit Subtraction,93|41|-,,,,,52,ColumnMath,,
F_MAT_L056_Q558,56,Two-Digit Subtraction,57|25|-,,,,,32,ColumnMath,,
F_MAT_L056_Q559,56,Two-Digit Subtraction,98|36|-,,,,,62,ColumnMath,,
F_MAT_L056_Q560,56,Two-Digit Subtraction,67|15|-,,,,,52,ColumnMath,,
F_MAT_L057_Q561,57,Two-Digit Subtraction,85|42|-,,,,,43,ColumnMath,,
F_MAT_L057_Q562,57,Two-Digit Subtraction,94|53|-,,,,,41,ColumnMath,,
F_MAT_L057_Q563,57,Two-Digit Subtraction,76|34|-,,,,,42,ColumnMath,,
F_MAT_L057_Q564,57,Two-Digit Subtraction,69|17|-,,,,,52,ColumnMath,,
F_MAT_L057_Q565,57,Two-Digit Subtraction,87|45|-,,,,,42,ColumnMath,,
F_MAT_L057_Q566,57,Two-Digit Subtraction,98|57|-,,,,,41,ColumnMath,,
F_MAT_L057_Q567,57,Two-Digit Subtraction,64|22|-,,,,,42,ColumnMath,,
F_MAT_L057_Q568,57,Two-Digit Subtraction,75|33|-,,,,,42,ColumnMath,,
F_MAT_L057_Q569,57,Two-Digit Subtraction,96|54|-,,,,,42,ColumnMath,,
F_MAT_L057_Q570,57,Two-Digit Subtraction,58|16|-,,,,,42,ColumnMath,,
F_MAT_L058_Q571,58,Challenge 5,34|25|+,,,,,59,ColumnMath,,
F_MAT_L058_Q572,58,Challenge 5,86|44|-,,,,,42,ColumnMath,,
F_MAT_L058_Q573,58,Challenge 5,52|17|+,,,,,69,ColumnMath,,
F_MAT_L058_Q574,58,Challenge 5,95|53|-,,,,,42,ColumnMath,,
F_MAT_L058_Q575,58,Challenge 5,43|36|+,,,,,79,ColumnMath,,
F_MAT_L058_Q576,58,Challenge 5,74|32|-,,,,,42,ColumnMath,,
F_MAT_L058_Q577,58,Challenge 5,61|28|+,,,,,89,ColumnMath,,
F_MAT_L058_Q578,58,Challenge 5,88|46|-,,,,,42,ColumnMath,,
F_MAT_L058_Q579,58,Challenge 5,45|24|+,,,,,69,ColumnMath,,
F_MAT_L058_Q580,58,Challenge 5,97|54|-,,,,,43,ColumnMath,,
F_MAT_L059_Q581,59,Division by 2 and 3,21 ÷ 3 = _____,,,,,7,FillBlank,,
F_MAT_L059_Q582,59,Division by 2 and 3,10 ÷ 2 = _____,,,,,5,FillBlank,,
F_MAT_L059_Q583,59,Division by 2 and 3,36 ÷ 3 = _____,,,,,12,FillBlank,,
F_MAT_L059_Q584,59,Division by 2 and 3,8 ÷ 2 = _____,,,,,4,FillBlank,,
F_MAT_L059_Q585,59,Division by 2 and 3,30 ÷ 3 = _____,,,,,10,FillBlank,,
F_MAT_L059_Q586,59,Division by 2 and 3,14 ÷ 2 = _____,,,,,7,FillBlank,,
F_MAT_L059_Q587,59,Division by 2 and 3,48 ÷ 3 = _____,,,,,16,FillBlank,,
F_MAT_L059_Q588,59,Division by 2 and 3,6 ÷ 2 = _____,,,,,3,FillBlank,,
F_MAT_L059_Q589,59,Division by 2 and 3,24 ÷ 2 = _____,,,,,12,FillBlank,,
F_MAT_L059_Q590,59,Division by 2 and 3,15 ÷ 3 = _____,,,,,5,FillBlank,,
F_MAT_L060_Q591,60,Division by 2 and 3,22 ÷ 2 = _____,,,,,11,FillBlank,,
F_MAT_L060_Q592,60,Division by 2 and 3,12 ÷ 3 = _____,,,,,4,FillBlank,,
F_MAT_L060_Q593,60,Division by 2 and 3,42 ÷ 3 = _____,,,,,14,FillBlank,,
F_MAT_L060_Q594,60,Division by 2 and 3,20 ÷ 2 = _____,,,,,10,FillBlank,,
F_MAT_L060_Q595,60,Division by 2 and 3,18 ÷ 3 = _____,,,,,6,FillBlank,,
F_MAT_L060_Q596,60,Division by 2 and 3,33 ÷ 3 = _____,,,,,11,FillBlank,,
F_MAT_L060_Q597,60,Division by 2 and 3,16 ÷ 2 = _____,,,,,8,FillBlank,,
F_MAT_L060_Q598,60,Division by 2 and 3,27 ÷ 3 = _____,,,,,9,FillBlank,,
F_MAT_L060_Q599,60,Division by 2 and 3,24 ÷ 3 = _____,,,,,8,FillBlank,,
F_MAT_L060_Q600,60,Division by 2 and 3,9 ÷ 3 = _____,,,,,3,FillBlank,,
F_MAT_L061_Q601,61,Division Word Problems by 2 and 3,A farmer picked 12 apples and put them equally into 3 baskets. How many apples are in each basket?,,,,,4,FillBlank,,
F_MAT_L061_Q602,61,Division Word Problems by 2 and 3,10 balloons are divided equally between 2 friends. How many balloons does each friend get?,,,,,5,FillBlank,,
F_MAT_L061_Q603,61,Division Word Problems by 2 and 3,A shopkeeper packs 18 candies into 3 bags equally. How many candies are in each bag?,,,,,6,FillBlank,,
F_MAT_L061_Q604,61,Division Word Problems by 2 and 3,Mother puts 8 cookies equally onto 2 plates. How many cookies are on each plate?,,,,,4,FillBlank,,
F_MAT_L061_Q605,61,Division Word Problems by 2 and 3,A teacher gives 30 pencils equally to 3 groups. How many pencils does each group get?,,,,,10,FillBlank,,
F_MAT_L061_Q606,61,Division Word Problems by 2 and 3,14 oranges are placed equally into 2 baskets. How many oranges are in each basket?,,,,,7,FillBlank,,
F_MAT_L061_Q607,61,Division Word Problems by 2 and 3,A gardener arranges 24 flowers equally in 3 vases. How many flowers are in each vase?,,,,,8,FillBlank,,
F_MAT_L061_Q608,61,Division Word Problems by 2 and 3,There are 6 cupcakes for 2 children. If they each get the same number, how many cupcakes does each child get?,,,,,3,,
F_MAT_L061_Q609,61,Division Word Problems by 2 and 3,27 marbles are put equally into 3 jars. How many marbles are in each jar?,,,,,9,FillBlank,,
F_MAT_L061_Q610,61,Division Word Problems by 2 and 3,Two sisters share 16 stickers equally. How many stickers does each sister get?,,,,,8,FillBlank,,
F_MAT_L062_Q611,62,Division Word Problems by 2 and 3,A librarian places 21 books equally on 3 shelves. How many books are on each shelf?,,,,,7,FillBlank,,
F_MAT_L062_Q612,62,Division Word Problems by 2 and 3,20 chocolates are packed equally into 2 boxes. How many chocolates are in each box?,,,,,10,FillBlank,,
F_MAT_L062_Q613,62,Division Word Problems by 2 and 3,15 toy cars are divided equally among 3 children. How many toy cars does each child get?,,,,,5,FillBlank,,
F_MAT_L062_Q614,62,Division Word Problems by 2 and 3,A farmer packs 36 eggs equally into 3 boxes. How many eggs are in each box?,,,,,12,FillBlank,,
F_MAT_L062_Q615,62,Division Word Problems by 2 and 3,A box has 22 crayons. They are shared equally between 2 children. How many crayons does each child get?,,,,,11,FillBlank,,
F_MAT_L062_Q616,62,Division Word Problems by 2 and 3,9 bananas are divided equally among 3 monkeys. How many bananas does each monkey get?,,,,,3,FillBlank,,
F_MAT_L062_Q617,62,Division Word Problems by 2 and 3,A craft teacher gives 42 beads equally to 3 girls. How many beads does each girl get?,,,,,14,FillBlank,,
F_MAT_L062_Q618,62,Division Word Problems by 2 and 3,48 biscuits are packed equally into 3 tins. How many biscuits are in each tin?,,,,,16,FillBlank,,
F_MAT_L062_Q619,62,Division Word Problems by 2 and 3,24 toy blocks are arranged equally into 2 boxes. How many blocks are in each box?,,,,,12,FillBlank,,
F_MAT_L062_Q620,62,Division Word Problems by 2 and 3,33 stars are divided equally into 3 groups. How many stars are in each group?,,,,,11,FillBlank,,
F_MAT_L063_Q621,63,Multiplication (4x),What is 4 × 1 ?,3,4,5,6,4,MCQ,,
F_MAT_L063_Q622,63,Multiplication (4x),What is 4 × 2 ?,6,7,8,9,8,MCQ,,
F_MAT_L063_Q623,63,Multiplication (4x),What is 4 × 3 ?,10,11,12,13,12,MCQ,,
F_MAT_L063_Q624,63,Multiplication (4x),What is 4 × 4 ?,14,15,16,17,16,MCQ,,
F_MAT_L063_Q625,63,Multiplication (4x),What is 4 × 5 ?,18,19,20,21,20,MCQ,,
F_MAT_L063_Q626,63,Multiplication (4x),What is 4 × 6 ?,22,23,24,25,24,MCQ,,
F_MAT_L063_Q627,63,Multiplication (4x),What is 4 × 7 ?,26,27,28,29,28,MCQ,,
F_MAT_L063_Q628,63,Multiplication (4x),What is 4 × 8 ?,30,31,32,33,32,MCQ,,
F_MAT_L063_Q629,63,Multiplication (4x),What is 4 × 9 ?,34,35,36,37,36,MCQ,,
F_MAT_L063_Q630,63,Multiplication (4x),What is 4 × 10 ?,38,39,40,41,40,MCQ,,
F_MAT_L064_Q631,64,Multiplication (4x),What is 5 × 4 ?,18,19,20,21,20,MCQ,,
F_MAT_L064_Q632,64,Multiplication (4x),What is 1 × 4 ?,3,4,5,6,4,MCQ,,
F_MAT_L064_Q633,64,Multiplication (4x),What is 9 × 4 ?,34,35,36,37,36,MCQ,,
F_MAT_L064_Q634,64,Multiplication (4x),What is 2 × 4 ?,6,7,8,9,8,MCQ,,
F_MAT_L064_Q635,64,Multiplication (4x),What is 7 × 4 ?,26,27,28,29,28,MCQ,,
F_MAT_L064_Q636,64,Multiplication (4x),What is 3 × 4 ?,10,11,12,13,12,MCQ,,
F_MAT_L064_Q637,64,Multiplication (4x),What is 4 × 4 ?,14,15,16,17,16,MCQ,,
F_MAT_L064_Q638,64,Multiplication (4x),What is 10 × 4 ?,38,39,40,41,40,MCQ,,
F_MAT_L064_Q639,64,Multiplication (4x),What is 6 × 4 ?,22,23,24,25,24,MCQ,,
F_MAT_L064_Q640,64,Multiplication (4x),What is 8 × 4 ?,30,31,32,33,32,MCQ,,
F_MAT_L065_Q641,65,Multiplication (4x),There are 4 apples in each basket. How many apples are in 2 baskets?,6,7,8,9,8,MCQ,,
F_MAT_L065_Q642,65,Multiplication (4x),Each packet has 4 biscuits. How many biscuits are in 7 packets?,26,27,28,29,28,MCQ,,
F_MAT_L065_Q643,65,Multiplication (4x),A teacher gives 4 pencils to each of 3 students. How many pencils are given?,10,11,12,13,12,MCQ,,
F_MAT_L065_Q644,65,Multiplication (4x),Each box has 4 chocolates. How many chocolates are in 4 boxes?,14,15,16,17,16,MCQ,,
F_MAT_L065_Q645,65,Multiplication (4x),A child gets 4 stickers. How many stickers does 1 child get?,3,4,5,6,4,MCQ,,
F_MAT_L065_Q646,65,Multiplication (4x),A car has 4 wheels. How many wheels do 5 cars have?,18,19,20,21,20,MCQ,,
F_MAT_L065_Q647,65,Multiplication (4x),Each shelf holds 4 books. How many books are on 8 shelves?,30,31,32,33,32,MCQ,,
F_MAT_L065_Q648,65,Multiplication (4x),There are 4 birds on each tree. How many birds are on 9 trees?,34,35,36,37,36,MCQ,,
F_MAT_L065_Q649,65,Multiplication (4x),There are 4 flowers in each vase. How many flowers are in 6 vases?,22,23,24,25,24,MCQ,,
F_MAT_L065_Q650,65,Multiplication (4x),Each bag has 4 oranges. How many oranges are in 10 bags?,38,39,40,41,40,MCQ,,
F_MAT_L066_Q651,66,Multiplication (5x),What is 5 × 1 ?,4,5,6,7,5,MCQ,,
F_MAT_L066_Q652,66,Multiplication (5x),What is 5 × 2 ?,8,9,10,11,10,MCQ,,
F_MAT_L066_Q653,66,Multiplication (5x),What is 5 × 3 ?,13,14,15,16,15,MCQ,,
F_MAT_L066_Q654,66,Multiplication (5x),What is 5 × 4 ?,18,19,20,21,20,MCQ,,
F_MAT_L066_Q655,66,Multiplication (5x),What is 5 × 5 ?,23,24,25,26,25,MCQ,,
F_MAT_L066_Q656,66,Multiplication (5x),What is 5 × 6 ?,28,29,30,31,30,MCQ,,
F_MAT_L066_Q657,66,Multiplication (5x),What is 5 × 7 ?,33,34,35,36,35,MCQ,,
F_MAT_L066_Q658,66,Multiplication (5x),What is 5 × 8 ?,38,39,40,41,40,MCQ,,
F_MAT_L066_Q659,66,Multiplication (5x),What is 5 × 9 ?,43,44,45,46,45,MCQ,,
F_MAT_L066_Q660,66,Multiplication (5x),What is 5 × 10 ?,48,49,50,51,50,MCQ,,
F_MAT_L067_Q661,67,Multiplication (5x),What is 5 × 5 ?,23,24,25,26,25,MCQ,,
F_MAT_L067_Q662,67,Multiplication (5x),What is 1 × 5 ?,4,5,6,7,5,MCQ,,
F_MAT_L067_Q663,67,Multiplication (5x),What is 3 × 5 ?,13,14,15,16,15,MCQ,,
F_MAT_L067_Q664,67,Multiplication (5x),What is 4 × 5 ?,18,19,20,21,20,MCQ,,
F_MAT_L067_Q665,67,Multiplication (5x),What is 2 × 5 ?,8,9,10,11,10,MCQ,,
F_MAT_L067_Q666,67,Multiplication (5x),What is 6 × 5 ?,28,29,30,31,30,MCQ,,
F_MAT_L067_Q667,67,Multiplication (5x),What is 10 × 5 ?,48,49,50,51,50,MCQ,,
F_MAT_L067_Q668,67,Multiplication (5x),What is 7 × 5 ?,33,34,35,36,35,MCQ,,
F_MAT_L067_Q669,67,Multiplication (5x),What is 8 × 5 ?,38,39,40,41,40,MCQ,,
F_MAT_L067_Q670,67,Multiplication (5x),What is 9 × 5 ?,43,44,45,46,45,MCQ,,
F_MAT_L068_Q671,68,Multiplication (5x),There are 5 apples in each basket. How many apples are in 2 baskets?,8,9,10,11,10,MCQ,,
F_MAT_L068_Q672,68,Multiplication (5x),A hand has 5 fingers. How many fingers do 5 hands have?,23,24,25,26,25,MCQ,,
F_MAT_L068_Q673,68,Multiplication (5x),A teacher gives 5 pencils to each of 3 students. How many pencils are given?,13,14,15,16,15,MCQ,,
F_MAT_L068_Q674,68,Multiplication (5x),Each packet has 5 biscuits. How many biscuits are in 7 packets?,33,34,35,36,35,MCQ,,
F_MAT_L068_Q675,68,Multiplication (5x),Each box has 5 chocolates. How many chocolates are in 4 boxes?,18,19,20,21,20,MCQ,,
F_MAT_L068_Q676,68,Multiplication (5x),There are 5 flowers in each vase. How many flowers are in 6 vases?,28,29,30,31,30,MCQ,,
F_MAT_L068_Q677,68,Multiplication (5x),Each bag has 5 oranges. How many oranges are in 10 bags?,48,49,50,51,50,MCQ,,
F_MAT_L068_Q678,68,Multiplication (5x),There are 5 birds on each tree. How many birds are on 9 trees?,43,44,45,46,45,MCQ,,
F_MAT_L068_Q679,68,Multiplication (5x),A child gets 5 stickers. How many stickers does 1 child get?,4,5,6,7,5,MCQ,,
F_MAT_L068_Q680,68,Multiplication (5x),Each shelf holds 5 books. How many books are on 8 shelves?,38,39,40,41,40,MCQ,,
F_MAT_L069_Q681,69,Challenge 6: Multiplication,7 × 4 = _____,,,,,28,FillBlank,,
F_MAT_L069_Q682,69,Challenge 6: Multiplication,9 × 5 = _____,,,,,45,FillBlank,,
F_MAT_L069_Q683,69,Challenge 6: Multiplication,_____ × 4 = 32,,,,,8,FillBlank,,
F_MAT_L069_Q684,69,Challenge 6: Multiplication,6 × _____ = 30,,,,,5,FillBlank,,
F_MAT_L069_Q685,69,Challenge 6: Multiplication,A teacher has 4 boxes. Each box contains 8 pencils. How many pencils are there altogether?,,,,,32,FillBlank,,
F_MAT_L069_Q686,69,Challenge 6: Multiplication,5 × 10 = _____,,,,,50,FillBlank,,
F_MAT_L069_Q687,69,Challenge 6: Multiplication,_____ × 5 = 35,,,,,7,FillBlank,,
F_MAT_L069_Q688,69,Challenge 6: Multiplication,9 × _____ = 36,,,,,4,FillBlank,,
F_MAT_L069_Q689,69,Challenge 6: Multiplication,There are 5 shelves. Each shelf has 6 books. How many books are there in total?,,,,,30,FillBlank,,
F_MAT_L069_Q690,69,Challenge 6: Multiplication,A gardener plants 4 rows of 9 flowers. How many flowers are planted altogether?,,,,,36,FillBlank,,
F_MAT_L070_Q691,70,Challenge 7:  Addition & Subtraction,43|26|+,,,,,69,ColumnMath,,
F_MAT_L070_Q692,70,Challenge 7:  Addition & Subtraction,78|35|-,,,,,43,ColumnMath,,
F_MAT_L070_Q693,70,Challenge 7:  Addition & Subtraction,51|18|+,,,,,69,ColumnMath,,
F_MAT_L070_Q694,70,Challenge 7:  Addition & Subtraction,84|42|-,,,,,42,ColumnMath,,
F_MAT_L070_Q695,70,Challenge 7:  Addition & Subtraction,32|47|+,,,,,79,ColumnMath,,
F_MAT_L070_Q696,70,Challenge 7:  Addition & Subtraction,97|45|-,,,,,52,ColumnMath,,
F_MAT_L070_Q697,70,Challenge 7:  Addition & Subtraction,61|28|+,,,,,89,ColumnMath,,
F_MAT_L070_Q698,70,Challenge 7:  Addition & Subtraction,75|34|-,,,,,41,ColumnMath,,
F_MAT_L070_Q699,70,Challenge 7:  Addition & Subtraction,24|53|+,,,,,77,ColumnMath,,
F_MAT_L070_Q700,70,Challenge 7:  Addition & Subtraction,88|46|-,,,,,42,ColumnMath,,
F_MAT_L071_Q701,71,Challenge 8:  Addition & Subtraction,41|37|+,,,,,78,ColumnMath,,
F_MAT_L071_Q702,71,Challenge 8:  Addition & Subtraction,93|52|-,,,,,41,ColumnMath,,
F_MAT_L071_Q703,71,Challenge 8:  Addition & Subtraction,56|23|+,,,,,79,ColumnMath,,
F_MAT_L071_Q704,71,Challenge 8:  Addition & Subtraction,87|36|-,,,,,51,ColumnMath,,
F_MAT_L071_Q705,71,Challenge 8:  Addition & Subtraction,31|48|+,,,,,79,ColumnMath,,
F_MAT_L071_Q706,71,Challenge 8:  Addition & Subtraction,96|54|-,,,,,42,ColumnMath,,
F_MAT_L071_Q707,71,Challenge 8:  Addition & Subtraction,42|27|+,,,,,69,ColumnMath,,
F_MAT_L071_Q708,71,Challenge 8:  Addition & Subtraction,85|43|-,,,,,42,ColumnMath,,
F_MAT_L071_Q709,71,Challenge 8:  Addition & Subtraction,53|16|+,,,,,69,ColumnMath,,
F_MAT_L071_Q710,71,Challenge 8:  Addition & Subtraction,98|57|-,,,,,41,ColumnMath,,
F_MAT_L072_Q711,72,Challenge 8:  Addition & Subtraction,45|34|+,,,,,79,ColumnMath,,
F_MAT_L072_Q712,72,Challenge 8:  Addition & Subtraction,76|25|-,,,,,51,ColumnMath,,
F_MAT_L072_Q713,72,Challenge 8:  Addition & Subtraction,62|17|+,,,,,79,ColumnMath,,
F_MAT_L072_Q714,72,Challenge 8:  Addition & Subtraction,94|53|-,,,,,41,ColumnMath,,
F_MAT_L072_Q715,72,Challenge 8:  Addition & Subtraction,33|46|+,,,,,79,ColumnMath,,
F_MAT_L072_Q716,72,Challenge 8:  Addition & Subtraction,89|47|-,,,,,42,ColumnMath,,
F_MAT_L072_Q717,72,Challenge 8:  Addition & Subtraction,54|25|+,,,,,79,ColumnMath,,
F_MAT_L072_Q718,72,Challenge 8:  Addition & Subtraction,77|36|-,,,,,41,ColumnMath,,
F_MAT_L072_Q719,72,Challenge 8:  Addition & Subtraction,71|18|+,,,,,89,ColumnMath,,
F_MAT_L072_Q720,72,Challenge 8:  Addition & Subtraction,86|45|-,,,,,41,ColumnMath,,
F_MAT_L073_Q721,73,Division by 4 and 5,20 ÷ 5 = _____,,,,,4,FillBlank,,
F_MAT_L073_Q722,73,Division by 4 and 5,16 ÷ 4 = _____,,,,,4,FillBlank,,
F_MAT_L073_Q723,73,Division by 4 and 5,40 ÷ 5 = _____,,,,,8,FillBlank,,
F_MAT_L073_Q724,73,Division by 4 and 5,32 ÷ 4 = _____,,,,,8,FillBlank,,
F_MAT_L073_Q725,73,Division by 4 and 5,25 ÷ 5 = _____,,,,,5,FillBlank,,
F_MAT_L073_Q726,73,Division by 4 and 5,24 ÷ 4 = _____,,,,,6,FillBlank,,
F_MAT_L073_Q727,73,Division by 4 and 5,45 ÷ 5 = _____,,,,,9,FillBlank,,
F_MAT_L073_Q728,73,Division by 4 and 5,36 ÷ 4 = _____,,,,,9,FillBlank,,
F_MAT_L073_Q729,73,Division by 4 and 5,5 ÷ 5 = _____,,,,,1,FillBlank,,
F_MAT_L073_Q730,73,Division by 4 and 5,28 ÷ 4 = _____,,,,,7,FillBlank,,
F_MAT_L074_Q731,74,Division by 4 and 5,35 ÷ 5 = _____,,,,,7,FillBlank,,
F_MAT_L074_Q732,74,Division by 4 and 5,48 ÷ 4 = _____,,,,,12,FillBlank,,
F_MAT_L074_Q733,74,Division by 4 and 5,50 ÷ 5 = _____,,,,,10,FillBlank,,
F_MAT_L074_Q734,74,Division by 4 and 5,12 ÷ 4 = _____,,,,,3,FillBlank,,
