Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,Subscription
F_ENG_L043_Q428,43,Pronoun,A pronoun takes the place of a _________. (Pronoun),Conjunction,Adjective,Verb,Noun,Noun,MCQ,,
F_ENG_L043_Q429,43,Pronoun,"Replace the Naming Words: ""The boys are playing football."" (Pronoun)",It,She,He,They,They,MCQ,,
F_ENG_L043_Q430,43,Pronoun,"Pick out the Pronoun: ""We love to play football.""",play,football,We,love,We,MCQ,,
F_ENG_L043_Q431,43,Pronoun,"Pick out the Pronoun: ""He is reading a book.""",book,reading,He,is,He,MCQ,,
F_ENG_L043_Q432,43,Pronoun,"Pick out the Pronoun: ""You are my best friend.""",friend,best,You,are,You,MCQ,,
F_ENG_L043_Q433,43,Pronoun,Which word is a Pronoun?,quickly,she,garden,run,she,MCQ,,
F_ENG_L043_Q434,43,Pronoun,"Replace the Naming Word: ""Rina is singing."" (Pronoun)",He,She,It,They,She,MCQ,,
F_ENG_L044_Q435,44,,,,,,,,Lesson,English/be_verb.md,
F_ENG_L044_Q436,44,Be Verb,I _________ a student. (Be Verb),be,am,is,are,am,MCQ,,
F_ENG_L044_Q437,44,Be Verb,She _________ my friend. (Be Verb),are,is,be,am,is,MCQ,,
F_ENG_L044_Q438,44,Be Verb,They _________ playing football. (Be Verb),are,be,is,am,are,MCQ,,
F_ENG_L044_Q439,44,Be Verb,He _________ very tall. (Be Verb),be,are,am,is,is,MCQ,,
F_ENG_L044_Q440,44,Be Verb,We _________ happy today. (Be Verb),be,am,is,are,are,MCQ,,
F_ENG_L044_Q441,44,Be Verb,You _________ a good student. (Be Verb),am,are,be,is,are,MCQ,,
F_ENG_L044_Q442,44,Be Verb,The cat _________ sleeping on the sofa. (Be Verb),be,is,am,are,is,MCQ,,
F_ENG_L044_Q443,44,Be Verb,Rahim and Karim _________ brothers. (Be Verb),be,is,am,are,are,MCQ,,
F_ENG_L044_Q444,44,Be Verb,The book _________ on the table. (Be Verb),are,be,am,is,is,MCQ,,
F_ENG_L044_Q445,44,Be Verb,My parents _________ at home. (Be Verb),are,is,am,be,are,MCQ,,
F_ENG_L045_Q446,45,Be Verb,Which word is a Be Verb?,is,play,jump,run,is,MCQ,,
F_ENG_L045_Q447,45,Be Verb,Which word is a Be Verb?,sing,are,happy,book,are,MCQ,,
F_ENG_L045_Q448,45,Be Verb,Which word is a Be Verb?,house,cat,tree,am,am,MCQ,,
F_ENG_L045_Q449,45,Be Verb,"Pick out the Be Verb: ""She is reading a book.""",is,She,book,reading,is,MCQ,,
F_ENG_L045_Q450,45,Be Verb,"Pick out the Be Verb: ""They are in the classroom.""",classroom,in,They,are,are,MCQ,,
F_ENG_L045_Q451,45,Be Verb,"Pick out the Be Verb: ""I am hungry.""",am,very,I,hungry,am,MCQ,,
F_ENG_L045_Q452,45,Be Verb,A Be Verb shows a state of _________.,jumping,singing,running,being,being,MCQ,,
F_ENG_L045_Q453,45,Be Verb,The children _________ excited about the trip. (Be Verb),are,be,is,am,are,MCQ,,
F_ENG_L045_Q454,45,Be Verb,My sister _________ a doctor. (Be Verb),is,are,be,am,is,MCQ,,
F_ENG_L045_Q455,45,Be Verb,The flowers _________ beautiful. (Be Verb),am,be,is,are,are,MCQ,,
F_ENG_L046_Q456,46,Be Verb,I _________ ready for the test. (Be Verb),are,be,am,is,am,MCQ,,
F_ENG_L046_Q457,46,Be Verb,You _________ welcome. (Be Verb),am,are,is,be,are,MCQ,,
F_ENG_L046_Q458,46,Be Verb,The bird _________ in the cage. (Be Verb),are,am,is,be,is,MCQ,,
F_ENG_L046_Q459,46,Be Verb,We _________ classmates. (Be Verb),am,is,be,are,are,MCQ,,
F_ENG_L046_Q460,46,Be Verb,Which are Be Verbs?,sing -  play,run -  jump,am -  is -  are,book -  pen,am -  is -  are,MCQ,,
F_ENG_L046_Q461,46,Be Verb,I _________ very happy today. (Be Verb),is,am,be,are,am,MCQ,,
F_ENG_L046_Q462,46,Be Verb,She _________ my elder sister. (Be Verb),be,am,is,are,is,MCQ,,
F_ENG_L046_Q463,46,Be Verb,They _________ in the playground. (Be Verb),are,is,be,am,are,MCQ,,
F_ENG_L046_Q464,46,Be Verb,He _________ a good football player. (Be Verb),are,is,be,am,is,MCQ,,
F_ENG_L046_Q465,46,Be Verb,We _________ ready for the exam. (Be Verb),be,is,am,are,are,MCQ,,
F_ENG_L047_Q466,47,Be Verb,The dog _________ barking loudly. (Be Verb),are,is,am,be,is,MCQ,,
F_ENG_L047_Q467,47,Be Verb,The birds _________ flying in the sky. (Be Verb),are,am,be,is,are,MCQ,,
F_ENG_L047_Q468,47,Be Verb,My father _________ at home now. (Be Verb),am,is,be,are,is,MCQ,,
F_ENG_L047_Q469,47,Be Verb,You _________ my best friend. (Be Verb),are,am,be,is,are,MCQ,,
F_ENG_L047_Q470,47,Be Verb,The books _________ on the shelf. (Be Verb),is,be,are,am,are,MCQ,,
F_ENG_L047_Q471,47,Be Verb,Which word is a Be Verb?,run,are,book,jump,are,MCQ,,
F_ENG_L047_Q472,47,Be Verb,Which word is a Be Verb?,sing,is,blue,pen,is,MCQ,,
F_ENG_L047_Q473,47,Be Verb,Which word is a Be Verb?,am,play,cat,chair,am,MCQ,,
F_ENG_L047_Q474,47,Be Verb,"Pick out the Be Verb: ""He is playing cricket.""",playing,cricket,He,is,is,MCQ,,
F_ENG_L047_Q475,47,Be Verb,"Pick out the Be Verb: ""We are going to school.""",We,are,school,going,are,MCQ,,
F_ENG_L048_Q476,48,Be Verb,"Pick out the Be Verb: ""I am reading a book.""",I,reading,am,book,am,MCQ,,
F_ENG_L048_Q477,48,Be Verb,A Be Verb shows a state of _________.,thinking,playing,reading,being,being,MCQ,,
F_ENG_L048_Q478,48,Be Verb,The baby _________ sleeping in the cradle. (Be Verb),is,am,are,be,is,MCQ,,
F_ENG_L048_Q479,48,Be Verb,The students _________ very smart. (Be Verb),am,is,be,are,are,MCQ,,
F_ENG_L048_Q480,48,Be Verb,My mother _________ cooking food. (Be Verb),is,are,am,be,is,MCQ,,
F_ENG_L048_Q481,48,Be Verb,I _________ excited about the trip. (Be Verb),be,am,are,is,am,MCQ,,
F_ENG_L048_Q482,48,Be Verb,You _________ always kind. (Be Verb),are,be,is,am,are,MCQ,,
F_ENG_L048_Q483,48,Be Verb,The flowers _________ in the garden. (Be Verb),am,are,be,is,are,MCQ,,
F_ENG_L048_Q484,48,Be Verb,Rahim and Karim _________ classmates. (Be Verb),be,am,is,are,are,MCQ,,
F_ENG_L048_Q485,48,Be Verb,Which are Be Verbs?,sing -  dance,book -  pen,run -  go,is -  am -  are,is -  am -  are,MCQ,,
F_ENG_L049_Q486,49,Be Verb,I _________ not afraid of the dark. (Be Verb),am,is,be,are,am,MCQ,,
F_ENG_L049_Q487,49,Be Verb,She _________ interested in drawing pictures. (Be Verb),are,is,be,am,is,MCQ,,
F_ENG_L049_Q488,49,Be Verb,They _________ waiting for the bus outside. (Be Verb),is,am,are,be,are,MCQ,,
F_ENG_L049_Q489,49,Be Verb,The children _________ very excited about the trip tomorrow. (Be Verb),am,is,are,be,are,MCQ,,
F_ENG_L049_Q490,49,Be Verb,He _________ always ready to help others. (Be Verb),be,are,am,is,is,MCQ,,
F_ENG_L049_Q491,49,Be Verb,The weather _________ getting colder day by day. (Be Verb),are,is,be,am,is,MCQ,,
F_ENG_L049_Q492,49,Be Verb,My friends _________ coming to my birthday party. (Be Verb),are,am,be,is,are,MCQ,,
F_ENG_L049_Q493,49,Be Verb,The teacher _________ explaining the lesson clearly. (Be Verb),is,be,am,are,is,MCQ,,
F_ENG_L049_Q494,49,Be Verb,The books _________ arranged neatly on the shelf. (Be Verb),am,are,is,be,are,MCQ,,
F_ENG_L049_Q495,49,Be Verb,I _________ not happy with my result. (Be Verb),is,are,am,be,am,MCQ,,
F_ENG_L050_Q496,50,Be Verb,Which sentence is correct?,He are a doctor.,He is a doctor.,He am a doctor.,He be a doctor.,He is a doctor.,MCQ,,
F_ENG_L050_Q497,50,Be Verb,Which sentence is correct?,They are playing football.,They am playing football.,They is playing football.,They be playing football.,They are playing football.,MCQ,,
F_ENG_L050_Q498,50,Be Verb,Which sentence is correct?,I be very tired.,I is very tired.,I are very tired.,I am very tired.,I am very tired.,MCQ,,
F_ENG_L050_Q499,50,Be Verb,Which word is a Be Verb?,jump,play,run,is,is,MCQ,,
F_ENG_L050_Q500,50,Be Verb,Which word is a Be Verb?,going school,am,jump,book,am,MCQ,,
F_ENG_L050_Q501,50,Be Verb,"Pick out the Be Verb: ""The cake is delicious.""",delicious,cake,is,The,is,MCQ,,
F_ENG_L050_Q502,50,Be Verb,"Pick out the Be Verb: ""We are late for school.""",We,are,for,late,are,MCQ,,
F_ENG_L050_Q503,50,Be Verb,"Pick out the Be Verb: ""I am feeling sick today.""",am,I,feeling,sick,am,MCQ,,
F_ENG_L050_Q504,50,Be Verb,A Be Verb shows a state of _________.,action,place,being,time,being,MCQ,,
F_ENG_L050_Q505,50,Be Verb,The sun _________ very bright today. (Be Verb),am,is,are,be,is,MCQ,,
F_ENG_L051_Q506,51,Be Verb,The apples _________ fresh and red. (Be Verb),are,am,be,is,are,MCQ,,
F_ENG_L051_Q507,51,Be Verb,You _________ not allowed to enter here. (Be Verb),is,be,am,are,are,MCQ,,
F_ENG_L051_Q508,51,Be Verb,My brother and I _________ in the same school. (Be Verb),is,am,be,are,are,MCQ,,
F_ENG_L051_Q509,51,Be Verb,The room _________ very clean after cleaning. (Be Verb),be,am,are,is,is,MCQ,,
F_ENG_L051_Q510,51,Be Verb,She and her sister _________ very talented. (Be Verb),is,are,am,be,are,MCQ,,
F_ENG_L051_Q511,51,Be Verb,"""Yesterday, I _________ very tired after school. (Be Verb)""",were,are,was,is,was,MCQ,,
F_ENG_L051_Q512,51,Be Verb,She _________ absent from class yesterday. (Be Verb),was,were,am,are,was,MCQ,,
F_ENG_L051_Q513,51,Be Verb,They _________ happy when they heard the news. (Be Verb),were,is,am,was,were,MCQ,,
F_ENG_L051_Q514,51,Be Verb,We _________ at the zoo last Sunday. (Be Verb),is,are,were,was,were,MCQ,,
F_ENG_L051_Q515,51,Be Verb,He _________ the captain of the team last year. (Be Verb),is,are,were,was,was,MCQ,,
F_ENG_L052_Q516,52,Be Verb,The weather _________ cold yesterday morning. (Be Verb),were,was,are,am,was,MCQ,,
F_ENG_L052_Q517,52,Be Verb,My friends _________ at my birthday party. (Be Verb),was,am,were,is,were,MCQ,,
F_ENG_L052_Q518,52,Be Verb,The books _________ on the table a minute ago. (Be Verb),was,were,are,is,were,MCQ,,
F_ENG_L052_Q519,52,Be Verb,You _________ very helpful yesterday. (Be Verb),is,was,were,am,were,MCQ,,
F_ENG_L052_Q520,52,Be Verb,The dog _________ hungry after the long walk. (Be Verb),am,was,were,are,was,MCQ,,
F_ENG_L052_Q521,52,Be Verb,Which sentence is correct?,I are late yesterday.,I was late yesterday.,I were late yesterday.,I is late yesterday.,I was late yesterday.,MCQ,,
F_ENG_L052_Q522,52,Be Verb,Which sentence is correct?,They were excited.,They are excited yesterday.,They was excited.,They is excited.,They were excited.,MCQ,,
F_ENG_L052_Q523,52,Be Verb,Which sentence is correct?,We was at school.,We is at school.,We were at school.,We am at school.,We were at school.,MCQ,,
F_ENG_L052_Q524,52,Be Verb,"Pick out the Be Verb: ""The students were very quiet.""",quiet,were,very,students,were,MCQ,,
F_ENG_L052_Q525,52,Be Verb,"Pick out the Be Verb: ""I was sick last week.""",sick,was,I,last,was,MCQ,,
F_ENG_L053_Q526,53,Be Verb,"Pick out the Be Verb: ""The children were in the park.""",park,were,children,in,were,MCQ,,
F_ENG_L053_Q527,53,Be Verb,Which word is a past tense Be Verb?,book,play,is,was,was,MCQ,,
F_ENG_L053_Q528,53,Be Verb,Which word is a past tense Be Verb?,jump,chair,run,were,were,MCQ,,
F_ENG_L053_Q529,53,Be Verb,My sister _________ five years old last year. (Be Verb),were,are,was,is,was,MCQ,,
F_ENG_L053_Q530,53,Be Verb,Rahim and Karim _________ classmates in Grade 2. (Be Verb),am,was,were,is,were,MCQ,,
F_ENG_L053_Q531,53,Be Verb,The movie _________ very interesting. (Be Verb),am,was,were,are,was,MCQ,,
F_ENG_L053_Q532,53,Be Verb,The flowers _________ beautiful yesterday. (Be Verb),were,is,am,was,were,MCQ,,
F_ENG_L053_Q533,53,Be Verb,There _________ many people at the fair. (Be Verb),was,is,am,were,were,MCQ,,
F_ENG_L053_Q534,53,Be Verb,Which pair contains past tense Be Verbs?,run -  jump,was -  were,is -  are,am -  is,was -  were,MCQ,,
F_ENG_L053_Q535,53,Be Verb,"""Last night, the sky _________ full of stars. (Be Verb)""",was,am,are,were,was,MCQ,,
F_ENG_L054_Q536,54,,,,,,,,Lesson,English/articles.md,
F_ENG_L054_Q537,54,Articles,_____ eye.,a,an,,,an,Balloon,,
F_ENG_L054_Q538,54,Articles,_____ pet.,a,an,,,a,Balloon,,
F_ENG_L054_Q539,54,Articles,_____ book.,a,an,,,a,Balloon,,
F_ENG_L054_Q540,54,Articles,_____ orange.,a,an,,,an,Balloon,,
F_ENG_L054_Q541,54,Articles,_____ boat.,a,an,,,a,Balloon,,
F_ENG_L054_Q542,54,Articles,_____ apple.,a,an,,,an,Balloon,,
F_ENG_L054_Q543,54,Articles,_____ ear.,a,an,,,an,Balloon,,
F_ENG_L054_Q544,54,Articles,_____ horse.,a,an,,,a,Balloon,,
F_ENG_L054_Q545,54,Articles,_____ lion.,a,an,,,a,Balloon,,
F_ENG_L054_Q546,54,Articles,_____ onion.,a,an,,,an,Balloon,,
F_ENG_L055_Q547,55,Articles,_____ goat.,a,an,,,a,Balloon,,
F_ENG_L055_Q548,55,Articles,_____ mango.,a,an,,,a,Balloon,,
F_ENG_L055_Q549,55,Articles,_____ flower. ,a,an,,,a,Balloon,,
F_ENG_L055_Q550,55,Articles,_____ tree. ,a,an,,,a,Balloon,,
F_ENG_L055_Q551,55,Articles,_____ umbrella. ,a,an,,,an,Balloon,,
F_ENG_L055_Q552,55,Articles,_____ teacher. ,a,an,,,a,Balloon,,
F_ENG_L055_Q553,55,Articles,_____ bag. ,a,an,,,a,Balloon,,
F_ENG_L055_Q554,55,Articles,_____ elephant. ,a,an,,,an,Balloon,,
F_ENG_L055_Q555,55,Articles,_____ egg. ,a,an,,,an,Balloon,,
F_ENG_L055_Q556,55,Articles,_____ animal. ,a,an,,,an,Balloon,,
F_ENG_L056_Q557,56,Articles,_____ lamp. ,a,an,,,a,Balloon,,
F_ENG_L056_Q558,56,Articles,_____ ant. ,a,an,,,an,Balloon,,
F_ENG_L056_Q559,56,Articles,_____ ice cream. ,a,an,,,an,Balloon,,
F_ENG_L056_Q560,56,Articles,Tanvir has _____ toy car. ,a,an,,,a,Balloon,,
F_ENG_L056_Q561,56,Articles,Harry has _____ owl for a pet. ,a,an,,,an,Balloon,,
F_ENG_L056_Q562,56,Articles,_____ dog and a cat can become good friends. ,a,an,,,a,Balloon,,
F_ENG_L056_Q563,56,Articles,Harry has an owl for ____ pet. ,a,an,,,a,Balloon,,
F_ENG_L056_Q564,56,Articles,A dog and _____ cat can become good friends. ,a,an,,,a,Balloon,,
F_ENG_L056_Q565,56,Articles,The hen laid  _____ egg this morning. ,a,an,,,an,Balloon,,
F_ENG_L056_Q566,56,Articles,Please give me _____ apple and a banana. ,a,an,,,an,Balloon,,
F_ENG_L057_Q567,57,Articles,Tom gave me _____ book. ,a,an,,,a,MCQ,,
F_ENG_L057_Q568,57,Articles,Please give me an apple and _____ banana. ,a,an,,,a,MCQ,,
F_ENG_L057_Q569,57,Articles,_____ elephant is an animal and so is a zebra. ,a,an,,,an,MCQ,,
F_ENG_L057_Q570,57,Articles,Father took _____ umbrella with him when he went out. ,a,an,,,an,MCQ,,
F_ENG_L057_Q571,57,Articles,An elephant is an animal and so is _____ zebra. ,a,an,,,a,MCQ,,
F_ENG_L057_Q572,57,Articles,She saw _____ monkey in the tree.,a,an,,,a,MCQ,,
F_ENG_L057_Q573,57,Articles,I can see _____ blue kite in the sky. ,a,an,,,a,MCQ,,
F_ENG_L057_Q574,57,Articles,Father took _____ black umbrella with him when he went out. ,a,an,,,a,MCQ,,
F_ENG_L057_Q575,57,Articles,Father took _____ old umbrella with him when he went out. ,a,an,,,an,MCQ,,
F_ENG_L057_Q576,57,Articles,A dog and _____ cat can become good friends. ,a,an,,,a,MCQ,,
F_ENG_L058_Q577,58,Articles,Please give me _____ egg and a banana. ,a,an,,,an,MCQ,,
F_ENG_L058_Q578,58,Articles,An elephant is ____ animal and so is a zebra. ,a,an,,,an,MCQ,,
F_ENG_L058_Q579,58,Articles,There is _____ boat on the river. ,a,an,,,a,MCQ,,
F_ENG_L058_Q580,58,Articles,I saw ______ elephant at the zoo. ,a,an,the,,an,MCQ,,
F_ENG_L058_Q581,58,Articles,She is reading ______ interesting book. ,a,an,the,,an,MCQ,,
F_ENG_L058_Q582,58,Articles,He bought ______ new car yesterday. ,a,an,the,,a,MCQ,,
F_ENG_L058_Q583,58,Articles,We visited ______ Taj Mahal during our trip. ,a,an,the,,the,MCQ,,
F_ENG_L058_Q584,58,Articles,My father is ______ engineer. ,a,an,the,,an,MCQ,,
F_ENG_L058_Q585,58,Articles,She wants to become ______ doctor. ,a,an,the,,a,MCQ,,
F_ENG_L058_Q586,58,Articles,______ sun rises in the east. ,a,an,the,,the,MCQ,,
F_ENG_L059_Q587,59,Articles,He ate ______ apple after lunch. ,a,an,the,,an,MCQ,,
F_ENG_L059_Q588,59,Articles,I need ______ pen to write this letter. ,a,an,the,,a,MCQ,,
F_ENG_L059_Q589,59,Articles,They crossed ______ river by boat. ,a,an,the,,the,MCQ,,
F_ENG_L059_Q590,59,Articles,She found ______ old coin in the garden. ,a,an,the,,an,MCQ,,
F_ENG_L059_Q591,59,Articles,He lives in ______ small village. ,a,an,the,,a,MCQ,,
F_ENG_L059_Q592,59,Articles,______ Earth moves around the Sun.,a,an,the,,the,MCQ,,
F_ENG_L059_Q593,59,Articles,She adopted ______ cute puppy. ,a,an,the,,a,MCQ,,
F_ENG_L059_Q594,59,Articles,My uncle is ______ honest man. ,a,an,the,,an,MCQ,,
F_ENG_L059_Q595,59,Articles,We watched ______ movie you recommended. ,a,an,the,,the,MCQ,,
F_ENG_L059_Q596,59,Articles,He is eating ______ orange. ,a,an,the,,an,MCQ,,
F_ENG_L060_Q597,60,Articles,I saw ______ bird sitting on the tree. ,a,an,the,,a,MCQ,,
F_ENG_L060_Q598,60,Articles,______ sky is blue. ,a,an,the,,the,MCQ,,
F_ENG_L060_Q599,60,Articles,She wore ______ beautiful dress to the party. ,a,an,the,,a,MCQ,,
F_ENG_L060_Q600,60,Articles,He gave me ______ useful suggestion. ,a,an,the,,a,MCQ,,
F_ENG_L060_Q601,60,Articles,We stayed at ______ hotel near the beach. ,a,an,the,,a,MCQ,,
F_ENG_L060_Q602,60,Articles,______ moon looks beautiful tonight. ,a,an,the,,the,MCQ,,
F_ENG_L060_Q603,60,Articles,She is ______ excellent teacher. ,a,an,the,,an,MCQ,,
F_ENG_L060_Q604,60,Articles,They visited ______ museum in the city center. ,a,an,the,,the,MCQ,,
F_ENG_L060_Q605,60,Articles,She bought ______  umbrella because it was raining.,a,an,the,,an,MCQ,,
F_ENG_L060_Q606,60,Articles,I saw ______  eagle flying over the mountain.,a,an,the,,an,MCQ,,
F_ENG_L061_Q607,61,Articles,He wants to be ______  astronaut when he grows up.,a,an,the,,an,MCQ,,
F_ENG_L061_Q608,61,Articles,We stayed in ______  apartment near the station.,a,an,the,,an,MCQ,,
F_ENG_L061_Q609,61,Articles,She is reading ______  book that I gave her.,a,an,the,,the,MCQ,,
F_ENG_L061_Q610,61,Articles,They visited ______  Eiffel Tower during their vacation.,a,an,the,,the,MCQ,,
F_ENG_L061_Q611,61,Articles,My brother has ______  bicycle.,a,an,the,,a,MCQ,,
F_ENG_L061_Q612,61,Articles,He ate ______  ice cream after dinner.,a,an,the,,an,MCQ,,
F_ENG_L061_Q613,61,Articles,______  Ganges is a famous river.,a,an,the,,the,MCQ,,
F_ENG_L061_Q614,61,Articles,She found ______  interesting article online.,a,an,the,,an,MCQ,,
F_ENG_L061_Q615,61,Articles,I need ______  ruler for my geometry class.,a,an,the,,a,MCQ,,
F_ENG_L061_Q616,61,Articles,He adopted ______  animal from the shelter.,a,an,the,,an,MCQ,,
F_ENG_L062_Q617,62,Articles,We visited ______  zoo in our city yesterday.,a,an,the,,the,MCQ,,
F_ENG_L062_Q618,62,Articles,She is ______  university student.,a,an,the,,a,MCQ,,
F_ENG_L062_Q619,62,Articles,My father bought ______  new laptop.,a,an,the,,a,MCQ,,
F_ENG_L062_Q620,62,Articles,______  Himalayas are the highest mountains in the world.,a,an,the,,the,MCQ,,
F_ENG_L062_Q621,62,Articles,He is waiting for ______  bus to arrive. (specific bus),a,an,the,,the,MCQ,,
F_ENG_L062_Q622,62,Articles,She has ______  idea for the project.,a,an,the,,an,MCQ,,
F_ENG_L062_Q623,62,Articles,I saw ______  horse running across the field.,a,an,the,,a,MCQ,,
F_ENG_L062_Q624,62,Articles,They watched ______  match on television last night.,a,an,the,,the,MCQ,,
F_ENG_L062_Q625,62,Articles,He bought ______  orange from the market.,a,an,the,,an,MCQ,,
F_ENG_L062_Q626,62,Articles,We saw ______  rainbow after the rain.,a,an,the,,a,MCQ,,
F_ENG_L063_Q627,63,Articles,______  Moon revolves around the Earth.,a,an,the,,the,MCQ,,
F_ENG_L063_Q628,63,Articles,She is ______  honest employee.,a,an,the,,an,MCQ,,
F_ENG_L063_Q629,63,Articles,He carried ______  heavy bag up the stairs.,a,an,the,,a,MCQ,,
F_ENG_L063_Q630,63,Articles,She wants to buy ______  dress she saw yesterday.,a,an,the,,the,MCQ,,
F_ENG_L063_Q631,63,Articles,He is ______  excellent cricket player.,a,an,the,,an,MCQ,,
F_ENG_L063_Q632,63,Articles,I need ______  notebook for class.,a,an,the,,a,MCQ,,
F_ENG_L063_Q633,63,Articles,______  Amazon Rainforest is the largest rainforest in the world.,a,an,the,,the,MCQ,,
F_ENG_L063_Q634,63,Articles,She adopted ______  kitten from the shelter.,a,an,the,,a,MCQ,,
F_ENG_L063_Q635,63,Articles,He saw ______  owl sitting on a branch.,a,an,the,,an,MCQ,,
F_ENG_L063_Q636,63,Articles,We visited ______  National Museum near our hotel.,a,an,the,,the,MCQ,,
F_ENG_L064_Q637,64,Articles,My sister is ______  architect.,a,an,the,,an,MCQ,,
F_ENG_L064_Q638,64,Articles,I bought ______  gift for my friend.,a,an,the,,a,MCQ,,
F_ENG_L064_Q639,64,Articles,______  Nile is the longest river in Africa.,a,an,the,,the,MCQ,,
F_ENG_L064_Q640,64,Articles,She gave me ______  useful book.,a,an,the,,a,MCQ,,
F_ENG_L064_Q641,64,Articles,He is eating ______  egg for breakfast.,a,an,the,,an,MCQ,,
F_ENG_L064_Q642,64,Articles,We watched ______  movie that won the award.,a,an,the,,the,MCQ,,
F_ENG_L064_Q643,64,Articles,There is ______  cat sleeping under the table.,a,an,the,,a,MCQ,,
F_ENG_L064_Q644,64,Articles,She has ______  unusual hobby.,a,an,the,,an,MCQ,,
F_ENG_L064_Q645,64,Articles,______ teacher entered the classroom.,a,an,the,,the,MCQ,,
F_ENG_L064_Q646,64,Articles,He bought ______  umbrella because it looked strong.,a,an,the,,an,MCQ,,
F_ENG_L065_Q647,65,Articles,I saw ______  deer in the forest.,a,an,the,,a,MCQ,,
F_ENG_L065_Q648,65,Articles,She is reading ______  novel her teacher recommended.,a,an,the,,the,MCQ,,
F_ENG_L065_Q649,65,Articles,My uncle owns ______  restaurant in the city.,a,an,the,,a,MCQ,,
F_ENG_L065_Q650,65,Articles,He met ______  European tourist at the station.,a,an,the,,a,MCQ,,
F_ENG_L065_Q651,65,Articles,______  Indian Ocean lies south of India.,a,an,the,,the,MCQ,,
F_ENG_L065_Q652,65,Articles,She wrote ______  essay about climate change.,a,an,the,,an,MCQ,,
F_ENG_L065_Q653,65,Articles,I need ______  chair to sit on.,a,an,the,,a,MCQ,,
F_ENG_L065_Q654,65,Articles,We visited ______  Red Fort during our trip to Delhi.,a,an,the,,the,MCQ,,
F_ENG_L065_Q655,65,Articles,She bought ______  orange from the market.,a,an,the,,an,MCQ,,
F_ENG_L065_Q656,65,Articles,We saw ______  moon shining brightly.,a,an,the,,the,MCQ,,
F_ENG_L066_Q657,66,,,,,,,,Lesson,English/preposition.md,
F_ENG_L066_Q658,66,Preposition,The book is ___ the table.,under,in,between,on,on,MCQ,room_preposition.png,
F_ENG_L066_Q659,66,Preposition,The cat is ___ the table.,on,into,under,at,under,MCQ,room_preposition.png,
F_ENG_L066_Q660,66,Preposition,We go to school ___ the morning.,at,on,in,by,in,MCQ,,
F_ENG_L066_Q661,66,Preposition,The picture is ___ the wall.,under,in,between,on,on,MCQ,,
F_ENG_L066_Q662,66,Preposition,I live ___ Dhaka.,on,at,in,by,in,MCQ,,
F_ENG_L066_Q663,66,Preposition,The ball is ___ the box.,between,in,over,on,in,MCQ,,
F_ENG_L066_Q664,66,Preposition,We eat dinner ___ night.,in,from,at,on,at,MCQ,,
F_ENG_L066_Q665,66,Preposition,The dog ran ___ the road.,under,between,across,inside,across,MCQ,,
F_ENG_L066_Q666,66,Preposition,She is sitting ___ me and Rina.,at,between,on,under,between,MCQ,,
F_ENG_L066_Q667,66,Preposition,The bird is flying ___ the tree.,at,in,over,under,over,MCQ,,
F_ENG_L067_Q668,67,Preposition,He came ___ Monday.,at,in,on,by,on,MCQ,,
F_ENG_L067_Q669,67,Preposition,The pen is ___ the bag.,inside,above,between,on,inside,MCQ,,
F_ENG_L067_Q670,67,Preposition,The school is ___ the bank.,next to,under,over,in,next to,MCQ,,
F_ENG_L067_Q671,67,Preposition,We swim ___ the river.,on,over,at,in,in,MCQ,,
F_ENG_L067_Q672,67,Preposition,The lamp is ___ the table.,under,above,from,in,above,MCQ,,
F_ENG_L067_Q673,67,Preposition,I was born ___ 2015.,at,by,on,in,in,MCQ,,
F_ENG_L067_Q674,67,Preposition,The child hid ___ the bed.,at,under,between,on,under,MCQ,,
F_ENG_L067_Q675,67,Preposition,He stood ___ the door.,under,at,on,in,at,MCQ,,
F_ENG_L067_Q676,67,Preposition,The train goes ___ the tunnel.,between,over,through,at,through,MCQ,,
F_ENG_L067_Q677,67,Preposition,The shoes are ___ the bed.,under,on,in,between,under,MCQ,,
F_ENG_L068_Q678,68,Preposition,The children are working ___ the classroom.,on,under,in,over,in,MCQ,,
F_ENG_L068_Q679,68,Preposition,He has two fish ___ the fishbowl.,inside,on,over,above,inside,MCQ,,
F_ENG_L068_Q680,68,Preposition,There is a plant ___ the desk.,over,inside,on,beside,on,MCQ,,
F_ENG_L068_Q681,68,Preposition,The boy is sitting ____  the girl.,over,below,on,near,near,MCQ,,
F_ENG_L068_Q682,68,Preposition,There is a backpack ____ the table.,among,between,inside,under,under,MCQ,,
F_ENG_L068_Q683,68,Preposition,The globe is ___ the fish tank.,beside,on,under,over,over,MCQ,,
F_ENG_L068_Q684,68,Preposition,The drawing of a butterfly is ____ the calendar.,over,below,under,beside,below,MCQ,,
F_ENG_L068_Q685,68,Preposition,The calendar is ____ a picture of a butterfly.,under,below,above,over,above,MCQ,,
F_ENG_L068_Q686,68,Preposition,Children are studying _____ the backpack.,on,above,around,below,around,MCQ,,
F_ENG_L068_Q687,68,Preposition,You can see a house _____ the window.,between,above,through,under,through,MCQ,,
F_ENG_L069_Q688,69,Preposition,"A window is ____ the boy.""",in front of,behind,under,over,behind,MCQ,,
F_ENG_L069_Q689,69,Preposition,A girl is sitting ____ the boy.,over,under,in front of,behind,in front of,MCQ,,
